ANO,ENTIDAD,CLAVE MARCO GEOESTADISTICO NAL,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,0,0,0,1,0,0,0,0,0,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,1,0,0,0,1,0,0,0,0,1,0,1
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0,0,0,0,0,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0,0,0,2,1,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",0,7,9,3,3,4,17,14,17,11,5,6
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,2,1,2,0,2,0,2,1,1,2,2,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2013,EXTRANJERO,,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,3,1,1,3,4,4,3,7,1,2,4,2
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),9,5,11,14,17,16,12,22,12,10,8,1
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,1,1,7,8,8,3,4,1,5,5,1
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,3,0,2,1,0,1,1,0,0,2,0
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,1,3,2,0,1,0,1,0,3,0,0
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),17,7,8,6,10,4,9,9,8,11,7,7
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,3,2,4,4,1,0,1,1,2,1,2,1
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,6,0,0,0,1,2,0,1,2,1,4,0
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,7,2,0,2,2,3,0,5,4,5,5,2
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,1,3,3,0,0,0,1,0,2,3,1
2013,AGUASCALIENTES,1,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,7,7,6,4,5,9,9,5,2,1,3,2
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),30,23,25,30,20,24,19,21,23,20,24,21
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),2,5,4,3,3,1,4,1,7,2,2,1
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,1,1,0,1,0,0,1
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,3,2,3,0,0,0,1,1,0,0
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),123,117,117,127,112,120,120,95,98,126,86,109
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,20,21,20,20,19,15,13,15,15,15,18,15
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,38,140,198,206,289,245,167,233,150,186,205,152
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,1,1,0,2,2,2,0,1,9,7
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,2,1,3,4,0,1,1,2,1,2,5,1
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",8,4,5,4,17,16,9,8,3,16,18,13
2013,BAJA CALIFORNIA,2,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,4,7,8,11,17,18,10,13,12,19,18
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,6,4,1,0,6,4,3,5,5,5,2
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,1,0,0,1,2
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,1,0,0,0,1,0,0,0
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,1,1,1,0,1,4,0,2,3,0
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),9,9,5,4,3,5,4,5,6,4,11,4
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,2,8,4,6,6,5,1,3,5,3,5,5
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,2,4,1,0,1,2,1,2,3,3,0
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,0,0,0,0,2,0,0,1,0,1
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,0,0,0,0,0,2,1,0,1,0,1
2013,BAJA CALIFORNIA SUR,3,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,0,1,0,2,2,4,0,7,2,2,2,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,2,7,2,1,0,2,3,2,1,2,3
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,7,5,2,1,1,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),3,1,2,1,3,0,0,3,3,1,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,0,1,0,0,3,0,0,0,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,7,4,5,7,4,5,8,6,2,8,6
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,1,1,0,0,3,0,0,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,1,2,1,2,0,0,0,2,1,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,5,1,0,0,0,0,0,0,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,1,0,1,2,0,0,0,1
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,2,0,0,0,0,0,0,0,0
2013,CAMPECHE,4,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,1,2,2,0,1,0,4,1,3,2,3
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),8,11,7,8,15,7,10,17,12,15,14,8
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,1,0,1,0,2,0,0,0,0,0,0
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,1,2,20,1,5,3,2,4,1,2
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),48,28,31,43,29,30,33,20,32,30,28,35
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,1,0,0,0,0,0,2,0,0,0,3
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,8,1,2,0,3,3,0,6,1,6,5,6
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,4,6,5,16,3,4,2,1,3,1,1
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,2,0,1,0,1,0,1,3,2,1,1,0
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,10,4,3,16,11,10,8,4,8,5,2,3
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,4,1,1,2,1,1,4,0,0,0,0
2013,COAHUILA,5,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,1,10,8,5,9,18,12,10,5,14,11,2
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),12,2,2,3,6,4,2,1,3,0,2,6
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),2,4,0,1,1,4,7,0,2,1,6,9
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,2,3,0,1,0,4,0,0,1,0,3
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,1,0,1,0,0,0,0,0,0,0
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),34,27,25,18,23,23,27,20,18,13,10,19
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,2,0,2,1,3,2,3,1,0,1,2,1
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,0,2,1,1,3,2,0,0,0,0,0
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,1,0,0,0,0,0,0,0,0,0
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,3,3,2,1,4,0,6,4,1,3,3,1
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,1,0,0,2,1,1,1
2013,COLIMA,6,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,3,4,3,4,9,3,5,5,2,2,3
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),20,18,10,15,15,16,18,16,15,19,12,7
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,1,4,3,9,4,1,1,8,3
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,5,1,2,7,9,5,2,85,46,21,4
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,1,0,0,0,0,0,0,0
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),27,25,19,18,42,26,28,38,36,33,26,34
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,14,21,19,24,20,18,22,20,17,26,15,8
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,7,14,15,19,7,15,9,18,17,13,13,8
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,11,4,9,7,4,3,2,1,0,0,1,1
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,1,0,0,0,0,0,0,0,0,0,0
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,6,3,0,0,0,1,4,3,2,2,1
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,1,1,0,0,0,0,0,0,0,0
2013,CHIAPAS,7,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,5,4,12,12,8,10,11,8,7,6,7,9
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),31,29,30,21,23,15,14,24,7,25,15,17
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,6,7,3,2,3,3,1,0,3,3,10
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,0,1,0,4,1,5,2,0,4,0,1
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,4,2,1,0,1,0,1,3,4,0,1
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),52,44,62,50,68,58,70,72,63,76,59,50
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,3,1,2,1,7,5,2,1,0,0,2,0
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,11,19,9,22,20,41,31,36,24,11,6,12
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,6,5,8,1,3,2,4,5,2,2
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,4,2,2,1,5,4,1,5,4,5
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,4,3,2,3,4,2,6,5,5,2,2
2013,CHIHUAHUA,8,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,5,4,3,7,5,12,12,11,7,9,8
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),49,56,30,52,46,62,55,51,33,73,57,83
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),27,67,67,78,66,87,72,62,97,89,81,66
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,2,1,0,0,0,0,0,0,1,0,0
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),7,14,6,1,14,9,13,8,13,20,3,4
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),68,86,85,85,87,88,93,59,66,97,89,73
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,1,0,0,0,1,1,1,3,3,3,2
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,9,3,11,29,24,11,12,30,11,12,10,5
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,3,3,3,4,3,2,4,4,1,4,2
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,0,0,0,0,0,1,0,0,0,0
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,19,9,15,7,12,8,19,16,23,20,10,16
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",178,294,271,293,410,510,471,365,146,85,98,84
2013,CIUDAD DE MEXICO,9,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,21,30,44,38,44,38,28,30,41,34,29,43
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),6,4,5,7,6,7,5,4,7,5,4,2
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,1,1,2,0,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,0,1,4,4,9,3,1,1,4,3,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,2,0,1,1,1,0,0,0,0,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),21,28,20,23,19,35,23,24,20,33,16,26
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,1,0,1,0,0,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,1,1,0,0,0,1,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,1,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2013,DURANGO,10,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,2,1,1,2,2,1,1,2,0,1,0,1
